location,size,total_sqft,bath,price,bhk,price_per_sqft
Ballabgarh,4 BHK,1650.0,3.0,220.0,4,13333.333333333334
Ballabgarh,2 BHK,1300.0,2.0,90.87,2,6990.0
Ballabgarh,3 BHK,1315.0,2.0,85.4,3,6494.296577946768
Ballabgarh,3 BHK,1690.0,3.0,112.0,3,6627.218934911242
Ballabgarh,4 BHK,3000.0,4.0,140.0,4,4666.666666666667
Ballabgarh,4 Bedroom,3000.0,4.0,140.0,4,4666.666666666667
Ballabgarh,2 BHK,1300.0,2.0,109.0,2,8384.615384615385
Ballabgarh,3 BHK,3860.0,3.0,402.0,3,10414.507772020725
Ballabgarh,3 BHK,3300.0,4.0,160.0,3,4848.484848484848
Ballabgarh,2 BHK,1245.0,2.0,110.0,2,8835.341365461847
Ballabgarh,3 BHK,1150.0,2.0,49.9,3,4339.130434782609
Ballabgarh,2 BHK,1152.0,2.0,34.56,2,3000.0
Ballabgarh,2 BHK,1100.0,1.0,15.0,2,1363.6363636363637
Ballabgarh,1 BHK,750.0,1.0,52.5,1,7000.0
Ballabgarh,2 BHK,1200.0,2.0,78.0,2,6500.0
Ballabgarh,3 BHK,1850.0,2.0,110.0,3,5945.945945945946
Ballabgarh,2 BHK,1100.0,2.0,45.0,2,4090.909090909091
Ballabgarh,2 BHK,1197.0,2.0,47.88,2,4000.0
Ballabgarh,3 BHK,1275.0,3.0,41.2,3,3231.3725490196084
Ballabgarh,7 Bedroom,2700.0,4.0,160.0,7,5925.925925925926
Ballabgarh,3 BHK,1500.0,2.0,82.0,3,5466.666666666667
Ballabgarh,2 BHK,820.0,2.0,45.0,2,5487.804878048781
Ballabgarh,3 BHK,1750.0,3.0,123.0,3,7028.571428571428
Ballabgarh,3 BHK,1452.0,2.0,41.0,3,2823.6914600550963
Ballabgarh,3 BHK,1275.0,2.0,43.6,3,3419.607843137255
Ballabgarh,3 BHK,1600.0,3.0,83.0,3,5187.5
Ballabgarh,4 BHK,3000.0,3.0,150.0,4,5000.0
Ballabgarh,3 BHK,20000.0,3.0,175.0,3,875.0
Ballabgarh,3 BHK,2050.0,3.0,82.0,3,4000.0
Ballabgarh,1 BHK,745.0,1.0,34.27,1,4600.000000000001
Ballabgarh,4 BHK,4000.0,4.0,441.0,4,11025.0
Ballabgarh,6 Bedroom,1800.0,6.0,68.0,6,3777.777777777778
Ballabgarh,2 BHK,1150.0,2.0,90.0,2,7826.086956521739
Ballabgarh,3 BHK,1450.0,2.0,55.0,3,3793.103448275862
Ballabgarh,3 BHK,1960.0,3.0,138.0,3,7040.816326530612
Ballabgarh,4 Bedroom,1500.0,2.0,87.0,4,5800.0
Ballabgarh,3 BHK,1590.0,2.0,85.0,3,5345.911949685535
Ballabgarh,2 BHK,1250.0,2.0,60.0,2,4800.0
Ballabgarh,2 BHK,1125.0,2.0,39.98,2,3553.7777777777774
Ballabgarh,3 BHK,2400.0,3.0,196.0,3,8166.666666666667
Ballabgarh,2 BHK,1060.0,2.0,33.95,2,3202.8301886792456
Ballabgarh,2 BHK,1300.0,2.0,91.65,2,7050.0
Ballabgarh,2 BHK,1107.0,2.0,57.0,2,5149.051490514905
Ballabgarh,2 BHK,1250.0,2.0,93.0,2,7440.0
Ballabgarh,2 BHK,1133.0,2.0,33.99,2,3000.0
Ballabgarh,4 BHK,3200.0,5.0,309.0,4,9656.25
Ballabgarh,3 BHK,1500.0,2.0,108.0,3,7200.0
Ballabgarh,3 BHK,1520.0,3.0,125.0,3,8223.684210526315
Ballabgarh,2 BHK,1405.0,2.0,99.0,2,7046.26334519573
Ballabgarh,2 BHK,1157.0,2.0,73.0,2,6309.420916162489
Ballabgarh,4 Bedroom,600.0,5.0,110.0,4,18333.333333333332
Ballabgarh,3 BHK,1500.0,2.0,82.0,3,5466.666666666667
Ballabgarh,2 BHK,1048.0,2.0,44.0,2,4198.473282442748
Ballabgarh,2 BHK,1150.0,2.0,74.0,2,6434.782608695652
Ballabgarh,3 BHK,1503.0,2.0,93.0,3,6187.624750499002
Ballabgarh,10 BHK,12000.0,12.0,525.0,10,4375.0
Ballabgarh,3 BHK,1853.0,3.0,82.0,3,4425.256341068538
Ballabgarh,4 BHK,5000.0,5.0,250.0,4,5000.0
Ballabgarh,3 BHK,1531.0,3.0,72.0,3,4702.808621815807
Ballabgarh,3 BHK,1300.0,3.0,64.0,3,4923.076923076923
Ballabgarh,3 BHK,2070.0,3.0,162.0,3,7826.086956521739
Ballabgarh,3 Bedroom,1700.0,3.0,155.0,3,9117.64705882353
Ballabgarh,6 Bedroom,1200.0,6.0,300.0,6,25000.0
Ballabgarh,3 BHK,1100.0,2.0,53.0,3,4818.181818181818
Ballabgarh,4 BHK,2330.0,3.0,94.71,4,4064.8068669527897
Ballabgarh,7 BHK,1200.0,7.0,199.0,7,16583.333333333332
Ballabgarh,3 Bedroom,1200.0,4.0,220.0,3,18333.333333333332
Ballabgarh,2 BHK,1165.0,2.0,49.61,2,4258.369098712446
Ballabgarh,5 Bedroom,5400.0,4.0,700.0,5,12962.962962962964
Ballabgarh,4 Bedroom,2400.0,4.0,350.0,4,14583.333333333334
Ballabgarh,4 Bedroom,1500.0,3.0,162.0,4,10800.0
Ballabgarh,2 BHK,900.0,2.0,40.0,2,4444.444444444444
Ballabgarh,3 BHK,1989.0,4.0,155.0,3,7792.860734037205
Ballabgarh,5 BHK,1100.0,4.0,199.0,5,18090.909090909092
Ballabgarh,3 BHK,1300.0,3.0,64.0,3,4923.076923076923
Ballabgarh,2 BHK,900.0,2.0,41.0,2,4555.555555555556
Ballabgarh,2 BHK,700.0,2.0,35.0,2,5000.0
Ballabgarh,3 BHK,1100.0,3.0,53.0,3,4818.181818181818
Ballabgarh,4 Bedroom,3884.0,4.0,240.0,4,6179.196704428425
Ballabgarh,2 BHK,600.0,2.0,23.0,2,3833.3333333333335
Ballabgarh,2 BHK,959.0,2.0,42.5,2,4431.699687174139
Ballabgarh,3 BHK,1600.0,2.0,50.0,3,3125.0
Ballabgarh,6 BHK,700.0,3.0,120.0,6,17142.85714285714
Ballabgarh,2 BHK,1140.0,2.0,45.0,2,3947.3684210526317
Ballabgarh,2 BHK,861.0,2.0,35.0,2,4065.040650406504
Ballabgarh,2 BHK,827.0,2.0,45.0,2,5441.354292623942
Ballabgarh,2 BHK,827.0,2.0,34.0,2,4111.24546553809
Ballabgarh,1 Bedroom,750.0,1.0,56.25,1,7500.0
Ballabgarh,2 BHK,1256.0,2.0,60.0,2,4777.070063694267
Ballabgarh,3 BHK,1850.0,3.0,98.0,3,5297.2972972972975
Ballabgarh,2 BHK,865.0,2.0,35.11,2,4058.9595375722542
Ballabgarh,3 BHK,1400.0,3.0,69.0,3,4928.571428571428
Ballabgarh,2 BHK,1256.0,2.0,60.0,2,4777.070063694267
Ballabgarh,2 BHK,1115.0,2.0,40.0,2,3587.4439461883408
Ballabgarh,3 BHK,2220.0,4.0,65.0,3,2927.927927927928
Ballabgarh,3 BHK,909.0,2.0,40.0,3,4400.4400440044
Ballabgarh,3 BHK,909.0,2.0,43.0,3,4730.47304730473
Ballabgarh,2 BHK,935.0,2.0,35.0,2,3743.3155080213905
Ballabgarh,4 Bedroom,1200.0,4.0,86.0,4,7166.666666666667
Ballabgarh,2 BHK,675.0,1.0,15.0,2,2222.222222222222
Ballabgarh,1 Bedroom,520.0,2.0,29.0,1,5576.923076923077
Ballabgarh,2 BHK,565.0,2.0,15.0,2,2654.8672566371683
Ballabgarh,2 BHK,675.0,2.0,13.5,2,2000.0
Ballabgarh,10 Bedroom,750.0,10.0,90.0,10,12000.0
Ballabgarh,1 Bedroom,400.0,1.0,35.0,1,8750.0
Ballabgarh,3 BHK,1665.0,3.0,70.0,3,4204.204204204204
Ballabgarh,2 BHK,970.0,2.0,35.0,2,3608.2474226804125
Ballabgarh,3 BHK,1532.0,3.0,115.0,3,7506.527415143603
Ballabgarh,3 BHK,1545.0,2.0,66.0,3,4271.844660194175
Ballabgarh,3 BHK,1424.0,2.0,75.0,3,5266.853932584269
Ballabgarh,2 BHK,1257.0,2.0,93.0,2,7398.568019093079
Ballabgarh,4 Bedroom,3293.0,5.0,425.0,4,12906.16459155785
Ballabgarh,3 BHK,1365.0,3.0,80.0,3,5860.805860805861
Ballabgarh,2 BHK,1257.0,2.0,105.0,2,8353.221957040572
Ballabgarh,2 BHK,1184.0,2.0,55.0,2,4645.27027027027
Ballabgarh,4 Bedroom,2800.0,4.0,375.0,4,13392.857142857143
Ballabgarh,2 BHK,1185.0,2.0,55.0,2,4641.350210970464
Ballabgarh,2 BHK,1140.0,2.0,78.0,2,6842.105263157895
Ballabgarh,2 BHK,1160.0,2.0,57.0,2,4913.793103448276
Ballabgarh,2 BHK,1050.0,2.0,34.0,2,3238.095238095238
Ballabgarh,3 BHK,1260.0,2.0,54.0,3,4285.714285714285
Ballabgarh,3 BHK,1762.0,3.0,91.45,3,5190.124858115778
Ballabgarh,2 BHK,1198.0,2.0,58.0,2,4841.402337228715
Ballabgarh,3 BHK,1580.0,2.0,65.0,3,4113.9240506329115
Ballabgarh,3 BHK,1890.0,4.0,127.0,3,6719.576719576719
Ballabgarh,4 Bedroom,3750.0,4.0,210.0,4,5600.0
Ballabgarh,5 BHK,1100.0,5.0,135.0,5,12272.727272727272
Ballabgarh,4 Bedroom,1920.0,4.0,200.0,4,10416.666666666666
Ballabgarh,3 BHK,1762.0,3.0,110.0,3,6242.905788876277
Ballabgarh,3 Bedroom,950.0,3.0,80.0,3,8421.052631578947
Ballabgarh,9 Bedroom,6200.0,9.0,200.0,9,3225.8064516129034
Ballabgarh,3 BHK,1900.0,3.0,108.0,3,5684.210526315789
Ballabgarh,2 BHK,1314.0,2.0,68.2,2,5190.258751902587
Ballabgarh,3 BHK,1645.0,2.0,82.0,3,4984.802431610942
Ballabgarh,7 BHK,4000.0,7.0,130.0,7,3250.0
Ballabgarh,2 BHK,1100.0,2.0,45.0,2,4090.909090909091
Ballabgarh,3 BHK,1711.0,3.0,75.0,3,4383.4015195791935
Ballabgarh,2 BHK,1314.0,2.0,78.0,2,5936.07305936073
Ballabgarh,2 BHK,1030.0,2.0,35.02,2,3400.0000000000005
Ballabgarh,3 BHK,1762.0,3.0,112.0,3,6356.413166855846
Ballabgarh,2 BHK,1314.0,2.0,83.0,2,6316.590563165905
Ballabgarh,1 BHK,925.0,1.0,40.7,1,4400.000000000001
Ballabgarh,3 BHK,1351.0,2.0,78.0,3,5773.501110288675
Ballabgarh,2 BHK,1010.0,2.0,50.0,2,4950.495049504951
Ballabgarh,3 BHK,1890.0,4.0,125.0,3,6613.756613756614
Ballabgarh,2 BHK,1050.0,2.0,34.0,2,3238.095238095238
Ballabgarh,2 BHK,1152.0,2.0,61.0,2,5295.138888888889
Ballabgarh,2 BHK,1394.0,2.0,56.0,2,4017.2166427546626
Ballabgarh,4 Bedroom,2760.0,4.0,290.0,4,10507.246376811594
Ballabgarh,3 BHK,1762.0,3.0,112.0,3,6356.413166855846
Ballabgarh,4 BHK,2100.0,3.0,204.0,4,9714.285714285714
Ballabgarh,3 BHK,1890.0,4.0,125.0,3,6613.756613756614
Ballabgarh,3 BHK,1430.0,2.0,55.0,3,3846.153846153846
Ballabgarh,4 BHK,3000.0,4.0,134.0,4,4466.666666666667
Ballabgarh,3 BHK,1614.0,2.0,59.0,3,3655.5142503097895
Ballabgarh,2 BHK,1088.0,2.0,44.0,2,4044.1176470588234
Ballabgarh,3 Bedroom,1875.0,2.0,110.0,3,5866.666666666667
Ballabgarh,2 BHK,1150.0,2.0,42.0,2,3652.1739130434785
Ballabgarh,3 BHK,1762.0,3.0,109.0,3,6186.152099886493
Ballabgarh,2 BHK,1314.0,2.0,80.0,2,6088.2800608828
Ballabgarh,2 BHK,1196.0,2.0,60.0,2,5016.722408026756
Ballabgarh,4 Bedroom,915.0,4.0,54.9,4,6000.0
Ballabgarh,6 Bedroom,727.0,6.0,66.0,6,9078.40440165062
Ballabgarh,8 Bedroom,772.0,5.0,60.0,8,7772.020725388601
Ballabgarh,2 Bedroom,800.0,1.0,45.0,2,5625.0
Ballabgarh,5 Bedroom,2000.0,5.0,75.0,5,3750.0
Ballabgarh,3 BHK,1280.0,2.0,56.0,3,4375.0
Ballabgarh,2 BHK,1140.0,2.0,40.0,2,3508.7719298245615
Ballabgarh,3 BHK,1515.0,3.0,83.3,3,5498.349834983498
Ballabgarh,2 BHK,1185.0,2.0,41.0,2,3459.915611814346
Ballabgarh,2 BHK,1275.0,2.0,52.0,2,4078.4313725490197
Ballabgarh,4 BHK,2150.0,4.0,100.0,4,4651.162790697675
Ballabgarh,2 BHK,1150.0,2.0,42.0,2,3652.1739130434785
Ballabgarh,2 BHK,1110.0,2.0,53.0,2,4774.774774774774
Ballabgarh,2 BHK,1105.0,2.0,38.67,2,3499.547511312217
Ballabgarh,2 BHK,1060.0,2.0,48.0,2,4528.301886792453
Ballabgarh,3 BHK,1350.0,3.0,55.5,3,4111.111111111111
Ballabgarh,3 BHK,1625.0,3.0,55.0,3,3384.6153846153848
Ballabgarh,2 BHK,1105.0,2.0,38.65,2,3497.737556561086
Ballabgarh,2 BHK,1063.0,2.0,42.0,2,3951.081843838194
Ballabgarh,3 BHK,1470.0,2.0,75.0,3,5102.040816326531
Ballabgarh,3 BHK,1615.0,3.0,58.0,3,3591.331269349845
Ballabgarh,2 BHK,1050.0,2.0,48.0,2,4571.428571428572
Ballabgarh,2 BHK,1132.0,2.0,42.0,2,3710.2473498233217
Ballabgarh,2 BHK,1180.0,2.0,65.0,2,5508.474576271186
Ballabgarh,2 BHK,1100.0,2.0,58.0,2,5272.727272727273
Ballabgarh,2 BHK,1325.0,2.0,50.0,2,3773.5849056603774
Ballabgarh,2 BHK,1200.0,2.0,53.0,2,4416.666666666667
Ballabgarh,2 BHK,1118.0,2.0,30.0,2,2683.3631484794278
Ballabgarh,2 BHK,1035.0,2.0,45.5,2,4396.135265700483
Ballabgarh,2 BHK,1010.0,2.0,55.0,2,5445.544554455446
Ballabgarh,2 BHK,1180.0,1.0,50.0,2,4237.28813559322
Ballabgarh,2 BHK,1140.0,2.0,46.0,2,4035.0877192982457
Ballabgarh,3 BHK,1340.0,3.0,66.0,3,4925.373134328358
Ballabgarh,5 Bedroom,2100.0,5.0,150.0,5,7142.857142857143
Ballabgarh,3 BHK,1256.0,2.0,50.0,3,3980.891719745223
Ballabgarh,3 BHK,1710.0,3.0,60.0,3,3508.7719298245615
Ballabgarh,3 BHK,1500.0,3.0,75.0,3,5000.0
Ballabgarh,2 BHK,1215.0,2.0,43.0,2,3539.0946502057614
Ballabgarh,2 BHK,1225.0,2.0,48.0,2,3918.3673469387754
Ballabgarh,3 BHK,1805.0,2.0,75.0,3,4155.124653739612
Ballabgarh,3 BHK,1540.0,3.0,75.0,3,4870.12987012987
Ballabgarh,2 BHK,1240.0,2.0,45.0,2,3629.032258064516
Ballabgarh,3 BHK,1560.0,2.0,72.0,3,4615.384615384615
Ballabgarh,2 BHK,1240.0,2.0,58.58,2,4724.193548387097
Ballabgarh,2 BHK,1000.0,2.0,43.0,2,4300.0
Ballabgarh,2 BHK,1225.0,2.0,48.0,2,3918.3673469387754
Ballabgarh,3 Bedroom,1350.0,2.0,105.0,3,7777.777777777777
Ballabgarh,3 Bedroom,2500.0,5.0,120.0,3,4800.0
Ballabgarh,2 BHK,1180.0,2.0,70.0,2,5932.203389830508
Ballabgarh,2 BHK,960.0,2.0,45.0,2,4687.5
Ballabgarh,2 BHK,775.0,2.0,29.5,2,3806.451612903226
Ballabgarh,3 BHK,1250.0,2.0,47.0,3,3760.0
Ballabgarh,3 BHK,1455.0,3.0,75.0,3,5154.639175257732
Ballabgarh,2 BHK,1200.0,2.0,40.0,2,3333.3333333333335
Ballabgarh,2 BHK,1045.0,2.0,55.0,2,5263.1578947368425
Ballabgarh,3 BHK,1495.0,3.0,60.0,3,4013.3779264214045
Ballabgarh,3 BHK,1654.0,3.0,70.0,3,4232.1644498186215
Ballabgarh,4 BHK,2150.0,4.0,90.0,4,4186.046511627907
Ballabgarh,2 BHK,1361.0,2.0,79.0,2,5804.555473916238
Ballabgarh,2 BHK,1106.0,2.0,40.0,2,3616.6365280289333
Ballabgarh,5 Bedroom,2400.0,4.0,130.0,5,5416.666666666667
Ballabgarh,3 BHK,1485.0,2.0,70.0,3,4713.804713804714
Ballabgarh,2 BHK,1175.0,2.0,50.0,2,4255.31914893617
Ballabgarh,4 BHK,3000.0,4.0,130.0,4,4333.333333333333
Ballabgarh,3 BHK,1500.0,2.0,60.0,3,4000.0
Ballabgarh,2 BHK,1105.0,2.0,39.5,2,3574.660633484163
Ballabgarh,3 BHK,1500.0,2.0,75.0,3,5000.0
Ballabgarh,3 BHK,1400.0,2.0,68.0,3,4857.142857142857
Ballabgarh,2 BHK,1150.0,2.0,45.0,2,3913.0434782608695
Ballabgarh,3 BHK,1150.0,2.0,55.0,3,4782.608695652174
Ballabgarh,1 BHK,700.0,1.0,38.0,1,5428.571428571428
Ballabgarh,2 BHK,950.0,2.0,65.0,2,6842.105263157895
Ballabgarh,2 BHK,950.0,2.0,39.0,2,4105.263157894737
Ballabgarh,3 BHK,1210.0,2.0,58.0,3,4793.388429752066
Ballabgarh,1 BHK,700.0,1.0,36.0,1,5142.857142857143
Ballabgarh,2 BHK,950.0,2.0,48.0,2,5052.631578947368
Ballabgarh,2 BHK,1000.0,2.0,60.0,2,6000.0
Ballabgarh,3 Bedroom,2400.0,3.0,165.0,3,6875.0
Ballabgarh,2 BHK,950.0,2.0,50.0,2,5263.1578947368425
Ballabgarh,2 BHK,950.0,2.0,47.0,2,4947.368421052632
Ballabgarh,3 BHK,1150.0,2.0,62.0,3,5391.304347826087
Ballabgarh,1 BHK,700.0,1.0,35.0,1,5000.0
Ballabgarh,3 BHK,1150.0,2.0,57.5,3,5000.0
Ballabgarh,3 BHK,1210.0,2.0,65.0,3,5371.900826446281
Ballabgarh,2 BHK,950.0,2.0,45.0,2,4736.8421052631575
Ballabgarh,4 Bedroom,3150.0,5.0,212.0,4,6730.158730158731
Ballabgarh,3 Bedroom,2200.0,4.0,150.0,3,6818.181818181818
Ballabgarh,2 BHK,950.0,2.0,60.0,2,6315.789473684211
Ballabgarh,2 BHK,1039.0,2.0,80.0,2,7699.711260827719
Ballabgarh,3 BHK,1645.0,3.0,100.0,3,6079.0273556231
Ballabgarh,2 BHK,1115.0,2.0,50.0,2,4484.304932735426
Ballabgarh,3 BHK,1220.0,3.0,56.0,3,4590.163934426229
Ballabgarh,2 BHK,1000.0,2.0,30.0,2,3000.0
Ballabgarh,2 BHK,1300.0,2.0,61.0,2,4692.307692307692
Ballabgarh,4 BHK,1700.0,4.0,108.0,4,6352.941176470588
Ballabgarh,3 BHK,1342.0,3.0,92.0,3,6855.439642324888
Ballabgarh,2 BHK,849.0,2.0,25.4,2,2991.7550058892816
Ballabgarh,2 BHK,674.0,1.0,19.9,2,2952.522255192878
Ballabgarh,3 BHK,1605.0,3.0,105.0,3,6542.056074766355
Ballabgarh,2 BHK,1253.0,2.0,81.5,2,6504.38946528332
Ballabgarh,2 BHK,991.0,2.0,64.0,2,6458.123107971745
Ballabgarh,2 BHK,900.0,2.0,27.0,2,3000.0
Ballabgarh,2 BHK,1250.0,2.0,78.0,2,6240.0
Ballabgarh,6 BHK,3381.0,6.0,225.0,6,6654.835847382431
Ballabgarh,4 Bedroom,1200.0,4.0,125.0,4,10416.666666666666
Ballabgarh,7 Bedroom,1875.0,2.0,300.0,7,16000.0
Ballabgarh,2 BHK,1150.0,2.0,40.0,2,3478.2608695652175
Ballabgarh,2 BHK,1200.0,2.0,50.0,2,4166.666666666667
Ballabgarh,3 BHK,1804.0,3.0,120.0,3,6651.884700665189
Ballabgarh,2 BHK,1200.0,2.0,40.0,2,3333.3333333333335
Ballabgarh,3 BHK,1425.0,2.0,70.0,3,4912.2807017543855
Ballabgarh,2 BHK,1325.0,2.0,76.0,2,5735.8490566037735
Ballabgarh,3 BHK,1450.0,2.0,85.0,3,5862.068965517241
Ballabgarh,3 BHK,1765.0,3.0,125.0,3,7082.152974504249
Ballabgarh,2 BHK,980.0,2.0,40.0,2,4081.6326530612246
Ballabgarh,2 BHK,1187.0,2.0,52.0,2,4380.791912384162
Ballabgarh,2 BHK,800.0,2.0,30.0,2,3750.0
Ballabgarh,2 BHK,1270.0,2.0,100.0,2,7874.0157480314965
Ballabgarh,3 BHK,1565.0,3.0,78.0,3,4984.025559105431
Ballabgarh,1 BHK,610.0,1.0,39.0,1,6393.44262295082
Ballabgarh,2 BHK,1120.0,2.0,40.0,2,3571.4285714285716
Ballabgarh,2 BHK,1040.0,2.0,45.0,2,4326.923076923077
Ballabgarh,3 BHK,1804.0,3.0,166.0,3,9201.773835920178
Ballabgarh,3 BHK,1450.0,3.0,100.0,3,6896.551724137931
Ballabgarh,3 BHK,1804.0,3.0,175.0,3,9700.665188470066
Ballabgarh,2 BHK,1200.0,2.0,45.0,2,3750.0
Ballabgarh,2 BHK,1000.0,2.0,33.0,2,3300.0
Ballabgarh,3 BHK,1902.0,3.0,89.0,3,4679.2849631966355
Ballabgarh,2 BHK,980.0,2.0,35.0,2,3571.4285714285716
Ballabgarh,2 BHK,800.0,2.0,40.0,2,5000.0
Ballabgarh,2 BHK,1222.0,2.0,48.0,2,3927.986906710311
Ballabgarh,2 BHK,900.0,2.0,40.0,2,4444.444444444444
Ballabgarh,3 BHK,1804.0,3.0,155.0,3,8592.017738359202
Ballabgarh,3 BHK,1837.0,2.0,95.0,3,5171.475231355471
Ballabgarh,2 BHK,1180.0,2.0,85.0,2,7203.389830508475
Ballabgarh,3 BHK,1510.0,3.0,78.0,3,5165.562913907284
Ballabgarh,2 BHK,1354.0,2.0,70.0,2,5169.8670605613
Ballabgarh,2 BHK,1200.0,3.0,70.0,2,5833.333333333333
Ballabgarh,2 BHK,1354.0,2.0,71.0,2,5243.722304283604
Ballabgarh,2 Bedroom,2400.0,2.0,160.0,2,6666.666666666667
Ballabgarh,2 BHK,856.0,2.0,40.0,2,4672.897196261682
Ballabgarh,2 BHK,925.0,2.0,48.0,2,5189.189189189189
Ballabgarh,2 BHK,925.0,2.0,51.0,2,5513.513513513513
Ballabgarh,2 BHK,1147.0,2.0,54.0,2,4707.933740191805
Ballabgarh,2 BHK,925.0,2.0,42.0,2,4540.540540540541
Ballabgarh,2 BHK,925.0,2.0,35.0,2,3783.7837837837837
Ballabgarh,2 BHK,925.0,2.0,70.0,2,7567.5675675675675
Ballabgarh,3 BHK,1850.0,3.0,95.0,3,5135.135135135135
Ballabgarh,3 BHK,1365.0,3.0,54.0,3,3956.043956043956
Ballabgarh,2 BHK,925.0,2.0,55.0,2,5945.945945945946
Ballabgarh,2 Bedroom,1200.0,2.0,53.0,2,4416.666666666667
Ballabgarh,2 BHK,1100.0,2.0,50.0,2,4545.454545454545
Ballabgarh,2 BHK,1050.0,2.0,55.0,2,5238.0952380952385
Ballabgarh,2 BHK,1050.0,2.0,50.0,2,4761.9047619047615
Ballabgarh,2 BHK,1054.0,2.0,53.0,2,5028.462998102466
Ballabgarh,2 BHK,1255.0,2.0,65.0,2,5179.282868525896
Ballabgarh,2 BHK,1290.0,2.0,110.0,2,8527.131782945737
Ballabgarh,3 BHK,1375.0,3.0,75.0,3,5454.545454545455
Ballabgarh,2 BHK,820.0,2.0,39.0,2,4756.09756097561
Ballabgarh,6 Bedroom,800.0,6.0,98.0,6,12250.0
Ballabgarh,4 BHK,3800.0,5.0,300.0,4,7894.736842105263
Ballabgarh,3 BHK,1640.0,3.0,88.0,3,5365.8536585365855
Ballabgarh,3 BHK,1800.0,3.0,85.0,3,4722.222222222223
Ballabgarh,2 BHK,1080.0,2.0,73.0,2,6759.259259259259
Ballabgarh,4 BHK,2422.0,3.0,150.0,4,6193.228736581338
Ballabgarh,2 BHK,1280.0,2.0,48.0,2,3750.0
Ballabgarh,3 BHK,1410.0,2.0,60.0,3,4255.31914893617
Ballabgarh,2 BHK,1198.0,2.0,65.0,2,5425.709515859767
Ballabgarh,2 BHK,1250.0,2.0,65.0,2,5200.0
Ballabgarh,2 BHK,1190.0,2.0,60.0,2,5042.016806722689
Ballabgarh,2 BHK,1086.0,2.0,44.5,2,4097.605893186003
Ballabgarh,6 Bedroom,3000.0,8.0,400.0,6,13333.333333333334
Ballabgarh,3 BHK,2285.0,4.0,165.0,3,7221.006564551422
Ballabgarh,2 BHK,1100.0,2.0,70.0,2,6363.636363636364
Ballabgarh,2 BHK,8840.0,2.0,300.0,2,3393.665158371041
Ballabgarh,3 BHK,1650.0,3.0,135.0,3,8181.818181818182
Ballabgarh,2 Bedroom,1000.0,2.0,165.0,2,16500.0
Ballabgarh,3 Bedroom,600.0,2.0,60.0,3,10000.0
Ballabgarh,4 BHK,800.0,4.0,80.0,4,10000.0
Ballabgarh,2 BHK,1150.0,2.0,75.0,2,6521.739130434783
Ballabgarh,3 BHK,1155.0,2.0,60.0,3,5194.805194805195
Ballabgarh,9 Bedroom,1800.0,9.0,180.0,9,10000.0
Ballabgarh,3 BHK,1500.0,2.0,52.0,3,3466.6666666666665
Ballabgarh,2 Bedroom,1044.0,2.0,85.0,2,8141.762452107279
Ballabgarh,1 Bedroom,450.0,1.0,30.0,1,6666.666666666667
Ballabgarh,2 Bedroom,1200.0,2.0,150.0,2,12500.0
Ballabgarh,4 BHK,2400.0,3.0,108.0,4,4500.0
Ballabgarh,6 Bedroom,2750.0,6.0,200.0,6,7272.727272727273
Ballabgarh,2 Bedroom,1000.0,2.0,80.0,2,8000.0
Ballabgarh,2 BHK,700.0,2.0,43.0,2,6142.857142857143
Ballabgarh,1 BHK,565.0,1.0,33.0,1,5840.70796460177
Ballabgarh,3 Bedroom,2800.0,3.0,400.0,3,14285.714285714286
Ballabgarh,3 Bedroom,857.0,3.0,95.0,3,11085.180863477246
Ballabgarh,2 BHK,883.0,2.0,45.0,2,5096.262740656852
Ballabgarh,2 BHK,883.0,2.0,29.0,2,3284.2582106455266
Ballabgarh,3 BHK,1082.0,2.0,57.5,3,5314.232902033272
Ballabgarh,3 BHK,1082.0,2.0,56.0,3,5175.6007393715345
Ballabgarh,2 BHK,883.0,2.0,45.0,2,5096.262740656852
Ballabgarh,3 BHK,1082.0,2.0,45.0,3,4158.964879852126
Ballabgarh,2 BHK,883.0,2.0,39.0,2,4416.761041902605
Ballabgarh,2 BHK,883.0,2.0,45.0,2,5096.262740656852
Ballabgarh,2 BHK,883.0,2.0,39.0,2,4416.761041902605
Ballabgarh,3 BHK,1082.0,2.0,55.0,3,5083.179297597043
Ballabgarh,3 BHK,1082.0,2.0,45.0,3,4158.964879852126
Ballabgarh,2 BHK,883.0,2.0,37.0,2,4190.260475651189
Ballabgarh,2 BHK,883.0,2.0,44.0,2,4983.012457531144
Ballabgarh,2 BHK,883.0,2.0,37.0,2,4190.260475651189
Ballabgarh,3 BHK,1082.0,2.0,45.5,3,4205.1756007393715
Ballabgarh,3 BHK,1083.0,2.0,48.0,3,4432.13296398892
Ballabgarh,2 BHK,883.0,2.0,39.0,2,4416.761041902605
Ballabgarh,2 BHK,883.0,2.0,37.01,2,4191.392978482446
Ballabgarh,2 BHK,883.0,2.0,39.0,2,4416.761041902605
Ballabgarh,2 BHK,883.0,2.0,45.0,2,5096.262740656852
Ballabgarh,2 BHK,883.0,2.0,49.0,2,5549.263873159683
Ballabgarh,2 BHK,883.0,2.0,39.0,2,4416.761041902605
Ballabgarh,3 BHK,1082.0,2.0,55.0,3,5083.179297597043
Ballabgarh,2 BHK,883.0,2.0,49.0,2,5549.263873159683
Ballabgarh,2 BHK,1000.0,2.0,46.0,2,4600.0
Ballabgarh,2 BHK,1263.0,2.0,51.5,2,4077.593032462391
